Freq	Amp
15.259390	0.465295
15.279389	0.459889
15.299388	0.458979
15.319387	0.479674
15.339386	0.474272
15.359386	0.465421
15.379385	0.476668
15.399384	0.476486
15.419383	0.473281
15.439382	0.468293
15.459382	0.470125
15.479381	0.468193
15.499380	0.473498
15.519379	0.461687
15.539378	0.468455
15.559378	0.480679
15.579377	0.475779
15.599376	0.475493
15.619375	0.474000
15.639374	0.471169
15.659374	0.487064
15.679373	0.483807
15.699372	0.478244
15.719371	0.486783
15.739370	0.483511
15.759370	0.486456
15.779369	0.478181
15.799368	0.485716
15.819367	0.475749
15.839366	0.482908
15.859366	0.496370
15.879365	0.487236
15.899364	0.487818
15.919363	0.479383
15.939362	0.495698
15.959362	0.499679
15.979361	0.485187
15.999360	0.498871
16.019359	0.498845
16.039358	0.503230
16.059358	0.491791
16.079357	0.481662
16.099356	0.504315
16.119355	0.508645
16.139354	0.486083
16.159354	0.486621
16.179353	0.492263
16.199352	0.498130
16.219351	0.491068
16.239350	0.500458
16.259350	0.503790
16.279349	0.496466
16.299348	0.490714
16.319347	0.502267
16.339346	0.510972
16.359346	0.496371
16.379345	0.512667
16.399344	0.529260
16.419343	0.508616
16.439342	0.504705
16.459342	0.511768
16.479341	0.502651
16.499340	0.504158
16.519339	0.498809
16.539338	0.505488
16.559338	0.513481
16.579337	0.519335
16.599336	0.511010
16.619335	0.513068
16.639334	0.516528
16.659334	0.526212
16.679333	0.530167
16.699332	0.525341
16.719331	0.521394
16.739330	0.523751
16.759330	0.526330
16.779329	0.534077
16.799328	0.509873
16.819327	0.536207
16.839326	0.519961
16.859326	0.533280
16.879325	0.525083
16.899324	0.534314
16.919323	0.526766
16.939322	0.527317
16.959322	0.532277
16.979321	0.534200
16.999320	0.533690
17.019319	0.533226
17.039318	0.535048
17.059318	0.538806
17.079317	0.542672
17.099316	0.540359
17.119315	0.539266
17.139314	0.538934
17.159314	0.528855
17.179313	0.555207
17.199312	0.548864
17.219311	0.541961
17.239310	0.555465
17.259310	0.539744
17.279309	0.558966
17.299308	0.559571
17.319307	0.558698
17.339306	0.546549
17.359306	0.546929
17.379305	0.556726
17.399304	0.543721
17.419303	0.547514
17.439302	0.557231
17.459302	0.554757
17.479301	0.554139
17.499300	0.556667
17.519299	0.559038
17.539298	0.549410
17.559298	0.569011
17.579297	0.560096
17.599296	0.558982
17.619295	0.566576
17.639294	0.573003
17.659294	0.569518
17.679293	0.572210
17.699292	0.574579
17.719291	0.568303
17.739290	0.572510
17.759290	0.584699
17.779289	0.578235
17.799288	0.580721
17.819287	0.575469
17.839286	0.570496
17.859286	0.584187
17.879285	0.578075
17.899284	0.585180
17.919283	0.587894
17.939282	0.590838
17.959282	0.584239
17.979281	0.592372
17.999280	0.587664
18.019279	0.589587
18.039278	0.572198
18.059278	0.589293
18.079277	0.590591
18.099276	0.604139
18.119275	0.596573
18.139274	0.598510
18.159274	0.592920
18.179273	0.590260
18.199272	0.592293
18.219271	0.609994
18.239270	0.607853
18.259270	0.609077
18.279269	0.605065
18.299268	0.601382
18.319267	0.614433
18.339266	0.608800
18.359266	0.606627
18.379265	0.620899
18.399264	0.608514
18.419263	0.614574
18.439262	0.594143
18.459262	0.611610
18.479261	0.620724
18.499260	0.620066
18.519259	0.629261
18.539258	0.621712
18.559258	0.616313
18.579257	0.625670
18.599256	0.634263
18.619255	0.630009
18.639254	0.632723
18.659254	0.630667
18.679253	0.639502
18.699252	0.640734
18.719251	0.632878
18.739250	0.638796
18.759250	0.630101
18.779249	0.635115
18.799248	0.636978
18.819247	0.637339
18.839246	0.646885
18.859246	0.640202
18.879245	0.633595
18.899244	0.644222
18.919243	0.659775
18.939242	0.651245
18.959242	0.646641
18.979241	0.653830
18.999240	0.649304
19.019239	0.663629
19.039238	0.669984
19.059238	0.662404
19.079237	0.658966
19.099236	0.666264
19.119235	0.665209
19.139234	0.666581
19.159234	0.669125
19.179233	0.668454
19.199232	0.667495
19.219231	0.675471
19.239230	0.687296
19.259230	0.675588
19.279229	0.680846
19.299228	0.687574
19.319227	0.686150
19.339226	0.687422
19.359226	0.695738
19.379225	0.692652
19.399224	0.688598
19.419223	0.692986
19.439222	0.695872
19.459222	0.712781
19.479221	0.702077
19.499220	0.707901
19.519219	0.697961
19.539218	0.702652
19.559218	0.707046
19.579217	0.711433
19.599216	0.707886
19.619215	0.701695
19.639214	0.712606
19.659214	0.713976
19.679213	0.719136
19.699212	0.709660
19.719211	0.719135
19.739210	0.735978
19.759210	0.726229
19.779209	0.729958
19.799208	0.731831
19.819207	0.735611
19.839206	0.727316
19.859206	0.735818
19.879205	0.736448
19.899204	0.729820
19.919203	0.743494
19.939202	0.740862
19.959202	0.759725
19.979201	0.746980
19.999200	0.748543
20.019199	0.751894
20.039198	0.760990
20.059198	0.756710
20.079197	0.755406
20.099196	0.767797
20.119195	0.759285
20.139194	0.774657
20.159194	0.771346
20.179193	0.767572
20.199192	0.775327
20.219191	0.787471
20.239190	0.786409
20.259190	0.798118
20.279189	0.787694
20.299188	0.787248
20.319187	0.790665
20.339186	0.806389
20.359186	0.809024
20.379185	0.806084
20.399184	0.801070
20.419183	0.817047
20.439182	0.808095
20.459182	0.813185
20.479181	0.826612
20.499180	0.813906
20.519179	0.815185
20.539178	0.821556
20.559178	0.831365
20.579177	0.821629
20.599176	0.830194
20.619175	0.836609
20.639174	0.841965
20.659174	0.833322
20.679173	0.853402
20.699172	0.849694
20.719171	0.845383
20.739170	0.864975
20.759170	0.858337
20.779169	0.868571
20.799168	0.876711
20.819167	0.867729
20.839166	0.860137
20.859166	0.886416
20.879165	0.880698
20.899164	0.891183
20.919163	0.875448
20.939162	0.875513
20.959162	0.891154
20.979161	0.891035
20.999160	0.903825
21.019159	0.892962
21.039158	0.905690
21.059158	0.916116
21.079157	0.913400
21.099156	0.914952
21.119155	0.913687
21.139154	0.933199
21.159154	0.933354
21.179153	0.937767
21.199152	0.934142
21.219151	0.943694
21.239150	0.937234
21.259150	0.956671
21.279149	0.958851
21.299148	0.969974
21.319147	0.975377
21.339146	0.972467
21.359146	0.977902
21.379145	0.972389
21.399144	0.987958
21.419143	0.992795
21.439142	0.990158
21.459142	0.990856
21.479141	0.998464
21.499140	0.996980
21.519139	0.999910
21.539138	1.008526
21.559138	1.025128
21.579137	1.028037
21.599136	1.022248
21.619135	1.041650
21.639134	1.045536
21.659134	1.044312
21.679133	1.038102
21.699132	1.048826
21.719131	1.054795
21.739130	1.064853
21.759130	1.061234
21.779129	1.069404
21.799128	1.071379
21.819127	1.081799
21.839126	1.083428
21.859126	1.098302
21.879125	1.092235
21.899124	1.099709
21.919123	1.103610
21.939122	1.116737
21.959122	1.112900
21.979121	1.121992
21.999120	1.131362
22.019119	1.127610
22.039118	1.132536
22.059118	1.140537
22.079117	1.145470
22.099116	1.149630
22.119115	1.156984
22.139114	1.176413
22.159114	1.164239
22.179113	1.186407
22.199112	1.195426
22.219111	1.195440
22.239110	1.248674
22.259110	1.358727
22.279109	1.092318
22.299108	2.139268
22.319107	2.049657
22.339106	5.400956
22.359106	9.873789
22.379105	11.528139
22.399104	7.091748
22.419103	8.707910
22.439102	22.556889
22.459102	12.603830
22.479101	28.478808
22.499100	10.446861
22.519099	3.589801
22.539098	3.018061
22.559098	32.535369
22.579097	8.054628
22.599096	6.402301
22.619095	14.443402
22.639094	12.215691
22.659094	7.635717
22.679093	3.299624
22.699092	8.397740
22.719091	2.524605
22.739090	24.450078
